id,name,category,quantity,price,description,code,minimum_quantity,corridor,cabinet,shelf,classification,gaveta,unnamed: 6
3441,Circuito integrado VIGILANCE V1.0.3,,10,0.0,,,0,A,15.0,B,,231,
3443,Circuito integrado VIGILANCE V8 V1.0.11,,14,0.0,,,0,A,15.0,B,,231,
3444,Circuito integrado VIGILANCE V8 V1.0.17,,1,0.0,,,0,A,15.0,B,,231,
3445,Circuito integrado VIGILANCE V8 V2.3.02,,3,0.0,,,0,A,15.0,B,,231,
3446,Circuito integrado VIGILANCE V8 V2.3.03,,7,0.0,,,0,A,15.0,B,,231,
3346,Circuito integrado max 691 PCE,,7,0.0,,,0,A,15.0,B,,212,
3470,Circuito integrado transceptor max 32321 RS 232,,20,0.0,,,0,A,15.0,B,,237,
2665,Clipe de teste,,15,0.0,,,0,A,15.0,C,,17,
2789,Conector DB9 serial fêmea,,22,0.0,,,0,A,15.0,C,,53,
2721,Conector P10 c/mola,,10,0.0,,,0,A,15.0,C,,39,
2687,Conector USB macho,,10,0.0,,,0,A,15.0,C,,27,
2759,Conector Waggo 222,,6,0.0,,,0,A,15.0,C,,50,
2669,Conector banana fêmea médio,,19,0.0,,,0,A,15.0,C,,18,
3003,Conector macho spiner angular,,46,0.0,,,0,A,15.0,C,,112,
2735,Conector p/placa SL fêmea,,5,0.0,,,0,A,15.0,C,,43,
2734,Conector p/placa SL macho,,30,0.0,,,0,A,15.0,C,,43,
2769,Conector placa-cabo kk fêmea 11 vias,,3,0.0,,,0,A,15.0,C,,51,
2764,Conector placa-cabo kk fêmea 2 vias,,34,0.0,,,0,A,15.0,C,,51,
2765,Conector placa-cabo kk fêmea 3 vias,,46,0.0,,,0,A,15.0,C,,51,
2766,Conector placa-cabo kk fêmea 4 vias,,4,0.0,,,0,A,15.0,C,,51,
2767,Conector placa-cabo kk fêmea 6 vias,,15,0.0,,,0,A,15.0,C,,51,
2768,Conector placa-cabo kk fêmea 7 vias,,3,0.0,,,0,A,15.0,C,,51,
2770,Conector placa-cabo kk macho 11 vias,,1,0.0,,,0,A,15.0,C,,51,
2771,Conector placa-cabo kk macho 4 vias,,74,0.0,,,0,A,15.0,C,,51,
2772,Conector placa-cabo kk macho 5 vias,,7,0.0,,,0,A,15.0,C,,51,
2654,"Conector terminal ilhós tubular azul 2,5mm pcte c/100",,3,0.0,,,0,A,15.0,C,,12,
2655,"Conector terminal ilhós tubular preto 2,5mm pcte c/1000",,1,0.0,,,0,A,15.0,C,,12,
2661,"Conector terminal tubular 2x1,5"" pcte c/100",,5,0.0,,,0,A,15.0,C,,15,
2650,"Conector terminal tubular azul 1,5mm solto",,0,0.0,,,0,A,15.0,C,,9,
2656,"Conector terminal tubular duplo 2x2,5"" pcte c/100",,2,0.0,,,0,A,15.0,C,,13,
2651,"Conector terminal tubular ilhós azul 1,5mm pcte c/100",,14,0.0,,,0,A,15.0,C,,10,
2652,"Conector terminal tubular ilhós azul 2,5mm solto",,100,0.0,,,0,A,15.0,C,,11,
2653,"Conector terminal tubular ilhós preto 1,5mm solto",,100,0.0,,,0,A,15.0,C,,11,
2686,Conector ótico,,5,0.0,,,0,A,15.0,C,,26,
2709,Conversor regulardor de tensão buck,,1,0.0,,,0,A,15.0,C,,31,
2783,Cristal oscilador 11.0592,,19,0.0,,,0,A,15.0,C,,52,
2779,Cristal oscilador 16000,,20,0.0,,,0,A,15.0,C,,52,
2780,Cristal oscilador 32.768k,,50,0.0,,,0,A,15.0,C,,52,
2781,Cristal oscilador 4M,,5,0.0,,,0,A,15.0,C,,52,
2774,Cristal oscilador 50000,,30,0.0,,,0,A,15.0,C,,52,
2777,Cristal oscilador 6000,,15,0.0,,,0,A,15.0,C,,52,
2778,Cristal oscilador 6000000,,35,0.0,,,0,A,15.0,C,,52,
2775,Cristal oscilador 72000,,30,0.0,,,0,A,15.0,C,,52,
2782,Cristal oscilador SJK 20000,,15,0.0,,,0,A,15.0,C,,52,
2776,Cristal oscilador SJK 25.00,,100,0.0,,,0,A,15.0,C,,52,
2835,Diodo  5822,,29,0.0,,,0,A,15.0,C,,73,
2864,Diodo 1N 4728,,19,0.0,,,0,A,15.0,C,,79,
2846,Diodo 1N 4733,,88,0.0,,,0,A,15.0,C,,79,
2834,Diodo 1N 4735,,47,0.0,,,0,A,15.0,C,,73,
2866,Diodo 1N 4737,,46,0.0,,,0,A,15.0,C,,79,
2865,Diodo 1N 4738,,64,0.0,,,0,A,15.0,C,,79,
2853,Diodo 1N 4739A,,35,0.0,,,0,A,15.0,C,,76,
2843,Diodo 1N 4742,,78,0.0,,,0,A,15.0,C,,74,
2844,Diodo 1N 4745,,26,0.0,,,0,A,15.0,C,,74,
2845,Diodo 1N 4749,,120,0.0,,,0,A,15.0,C,,74,
2847,Diodo 1N 4937,,5,0.0,,,0,A,15.0,C,,75,
2850,Diodo 1N 5404,,6,0.0,,,0,A,15.0,C,,75,
2849,Diodo 1N 5406,,65,0.0,,,0,A,15.0,C,,75,
2848,Diodo 1N 5408,,36,0.0,,,0,A,15.0,C,,75,
2867,Diodo 1N 746A,,100,0.0,,,0,A,15.0,C,,79,
2854,Diodo 1N 753A,,27,0.0,,,0,A,15.0,C,,76,
2830,Diodo 1N4007,,50,0.0,,,0,A,15.0,C,,72,
2841,Diodo 1N4740,,3,0.0,,,0,A,15.0,C,,74,
2842,Diodo 1N4741,,22,0.0,,,0,A,15.0,C,,74,
2840,Diodo 1N4939,,60,0.0,,,0,A,15.0,C,,74,
2837,Diodo 4148,,12,0.0,,,0,A,15.0,C,,73,
2856,Diodo 4743,,77,0.0,,,0,A,15.0,C,,76,
2838,Diodo 4744,,2,0.0,,,0,A,15.0,C,,73,
2987,Diodo 4746,,6,0.0,,,0,A,15.0,C,,107,
2833,Diodo 6A10 MIC,,15,0.0,,,0,A,15.0,C,,72,
2831,Diodo 6A8 MIC,,116,0.0,,,0,A,15.0,C,,72,
2839,Diodo 7468,,3,0.0,,,0,A,15.0,C,,73,
2983,Diodo 9C2V7,,17,0.0,,,0,A,15.0,C,,107,
2984,Diodo BZX79C11,,3,0.0,,,0,A,15.0,C,,107,
2852,Diodo BZX85C18,,62,0.0,,,0,A,15.0,C,,76,
2851,Diodo C15PH,,108,0.0,,,0,A,15.0,C,,76,
2986,Diodo C2V7PH,,15,0.0,,,0,A,15.0,C,,107,
2855,Diodo C4V75T,,87,0.0,,,0,A,15.0,C,,76,
2985,Diodo C9V1PH,,8,0.0,,,0,A,15.0,C,,107,
2832,Diodo IN5404 DC,,15,0.0,,,0,A,15.0,C,,72,
2763,Diodo RGB LED,,6,0.0,,,0,A,15.0,C,,50,
2836,Diodo SK3GH04,,25,0.0,,,0,A,15.0,C,,73,
2785,Diodo ponte retificadora,,20,0.0,,,0,A,15.0,C,,52,
3013,Display G/P,,37,0.0,,,0,A,15.0,C,,116,
3014,Display M,,20,0.0,,,0,A,15.0,C,,116,
2787,Espaçador de placa p/circuito impresso /fixador clipe,,10,0.0,,,0,A,15.0,C,,53,
2689,Fonte ajustável p/protoboard,,1,0.0,,,0,A,15.0,C,,27,
2736,"Fusível 0,25A",,71,0.0,,,0,A,15.0,C,,44,
2738,"Fusível 0,5A",,77,0.0,,,0,A,15.0,C,,44,
2737,"Fusível 0,8A",,30,0.0,,,0,A,15.0,C,,44,
2744,Fusível 10A,,279,0.0,,,0,A,15.0,C,,46,
2745,Fusível 15A,,302,0.0,,,0,A,15.0,C,,46,
2743,Fusível 1A,,25,0.0,,,0,A,15.0,C,,46,
2741,Fusível 20A,,12,0.0,,,0,A,15.0,C,,45,
2742,Fusível 30A,,190,0.0,,,0,A,15.0,C,,45,
2739,Fusível 3A,,11,0.0,,,0,A,15.0,C,,44,
2740,Fusível 5A,,38,0.0,,,0,A,15.0,C,,44,
2795,Fusível lâmina,,4,0.0,,,0,A,15.0,C,,55,
2666,Garra jacaré,,5,0.0,,,0,A,15.0,C,,17,
2728,Indutor,,84,0.0,,,0,A,15.0,C,,42,
2700,Interruptor de alternância 15A 250VAC,,5,0.0,,,0,A,15.0,C,,30,
2701,Interruptor de alternância 5A 125VAC,,7,0.0,,,0,A,15.0,C,,30,
2664,Isolador de teste,,5,0.0,,,0,A,15.0,C,,16,
2720,Lâmpada rosqueável,,7,0.0,,,0,A,15.0,C,,39,
3465,Memória flash FCM7001,,3,0.0,,,0,A,15.0,B,,236,
2630,Microfone cápsula,,13,0.0,,,0,A,15.0,C,,6,
2788,Microfone eletreto,,10,0.0,,,0,A,15.0,C,,53,
2611,"Monitor 24""",Monitores,5,799.0,Monitor Full HD 24 polegadas,,0,,,,,,
2610,Mouse Óptico,Periféricos,8,79.9,Mouse com fio e alta precisão,,0,,,,,,
2647,Módulo bluetooth,,10,0.0,,,0,A,15.0,C,,9,
2649,Módulo cartão micro SD,,9,0.0,,,0,A,15.0,C,,9,
2677,Módulo conversor p/sensor de peso,,12,0.0,,,0,A,15.0,C,,23,
2708,Módulo relê 1 canal c/led indicador,,15,0.0,,,0,A,15.0,C,,31,
2692,Módulo sensor RFID,,30,0.0,,,0,A,15.0,C,,28,
2682,Módulo sensor acelerômetro e giroscópio,,9,0.0,,,0,A,15.0,C,,25,
2645,Módulo sensor de corrente,,8,0.0,,,0,A,15.0,C,,9,
2688,Módulo sensor de efeito,,9,0.0,,,0,A,15.0,C,,27,
2793,Módulo sensor de luz LDR,,40,0.0,,,0,A,15.0,C,,55,
2678,Módulo sensor de luz sem LDR Arduíno,,25,0.0,,,0,A,15.0,C,,24,
2685,Módulo sensor de passo,,5,0.0,,,0,A,15.0,C,,25,
2679,Módulo sensor de som Arduíno,,13,0.0,,,0,A,15.0,C,,24,
2749,Módulo sensor de turbidez,,6,0.0,,,0,A,15.0,C,,47,
2802,Módulo serial adaptador de display LCD para Arduíno,,30,0.0,,,0,A,15.0,C,,59,
2800,Módulo transceptor wireless,,21,0.0,,,0,A,15.0,C,,57,
2797,Módulo wi fi model vendor esp 8266 model vendor,,3,0.0,,,0,A,15.0,C,,56,
2799,Módulo wifi/bluetooth esp 32,,19,0.0,,,0,A,15.0,C,,57,
2798,Placa adaptadora de módulo wi fi esp 8266,,19,0.0,,,0,A,15.0,C,,56,
2646,Placa arduíno nano,,6,0.0,,,0,A,15.0,C,,9,
2723,Ponta estação de solda,,1,0.0,,,0,A,15.0,C,,40,
2804,Ponte retificadora,,332,0.0,,,0,A,15.0,C,,62,
2726,Ponteira ferro de solda,,5,0.0,,,0,A,15.0,C,,40,
2727,Ponteira ferro de solda nova,,7,0.0,,,0,A,15.0,C,,40,
2714,Porta fusível 6A SX 250V,,93,0.0,,,0,A,15.0,C,,35,
2746,Porta fusível de metal,,200,0.0,,,0,A,15.0,C,,47,
2715,Porta fusível metal,,500,0.0,,,0,A,15.0,C,,36,
2747,Porta gaiola c/parafuso,,15,0.0,,,0,A,15.0,C,,47,
2626,Potenciômetro  1M,,10,0.0,,,0,A,15.0,C,,4,
2624,Potenciômetro 1k,,15,0.0,,,0,A,15.0,C,,4,
2627,Potenciômetro 220K,,12,0.0,,,0,A,15.0,C,,4,
2622,Potenciômetro 470k,,2,0.0,,,0,A,15.0,C,,3,
2623,Potenciômetro 4k 7a 311/ 4k 7a 727/ 4k 7a 802,,2,0.0,,,0,A,15.0,C,,3,
2621,Potenciômetro 4m 7.A  223,,9,0.0,,,0,A,15.0,C,,2,
2629,Potenciômetro 50K,,15,0.0,,,0,A,15.0,C,,6,
2625,Potenciômetro 5k,,50,0.0,,,0,A,15.0,C,,4,
2628,Potenciômetro 5k/10K,,70,0.0,,,0,A,15.0,C,,5,
2725,Protetor térmico amarelo/azul silicone p/sugador de solda,,13,0.0,,,0,A,15.0,C,,40,
2667,Pug banana,,500,0.0,,,0,A,15.0,C,,17,
2748,Quadro fixo de motor p/Arduino,,10,0.0,,,0,A,15.0,C,,47,
2640,Real Time Clock RTC DS3231,,24,0.0,,,0,A,15.0,C,,8,
2924,Regulador de tensão 2N 2222 A331,,12,0.0,,,0,A,15.0,C,,92,
2925,Regulador de tensão 337,,250,0.0,,,0,A,15.0,C,,92,
2923,Regulador de tensão 7812,,6,0.0,,,0,A,15.0,C,,92,
2922,Regulador de tensão L7805,,67,0.0,,,0,A,15.0,C,,92,
2812,Relé 5 pinos 12V 10A 120/250V HK3FF-DC12VSH,,12,0.0,,,0,A,15.0,C,,66,
2811,Relé 5 pinos 12V 10A 125/240V SRD12VDCSLC,,6,0.0,,,0,A,15.0,C,,66,
2819,Relé 5 pinos 12V 10A 125/250V JQC3FFSZ,,19,0.0,,,0,A,15.0,C,,67,
2825,Relé 5 pinos 12V 10A 125V JQC3FT73,,14,0.0,,,0,A,15.0,C,,70,
2821,Relé 5 pinos 24V 10A 120/240V HJR3FFSZ4,,2,0.0,,,0,A,15.0,C,,67,
2807,Relé 5 pinos 24V 15A 120V AT1RC3,,14,0.0,,,0,A,15.0,C,,65,
2808,Relé 5 pinos 24V 15A 120V AX1RC3,,3,0.0,,,0,A,15.0,C,,65,
2822,Relé 5 pinos 24V 40A 120V-277V HAT901CSDC24,,61,0.0,,,0,A,15.0,C,,69,
2809,Relé 5 pinos 28V 10A 125/250V MPAS112C,,3,0.0,,,0,A,15.0,C,,65,
2806,Relé 5 pinos 28V 12A 125/250V CF413012,,21,0.0,,,0,A,15.0,C,,65,
2805,Relé 5 pinos 28V 12A 125/250V SRD-S-112D SANYOU,,201,0.0,,,0,A,15.0,C,,64,
2820,Relé 5 pinos 5V 10A 120/240V HJR3FFSZ,,35,0.0,,,0,A,15.0,C,,67,
2824,Relé 5 pinos 5V 10A 125V JQC3FT73,,9,0.0,,,0,A,15.0,C,,70,
2817,Relé 5 pinos 5VA 15A 125V AY1RC5V,,2,0.0,,,0,A,15.0,C,,66,
2828,Relé 6 pinos 12V 40A 120/277V HAT901CSDC12,,9,0.0,,,0,A,15.0,C,,70,
2826,Relé 6 pinos 24V 20A 240V HJQ15FSZ,,4,0.0,,,0,A,15.0,C,,70,
2827,Relé 6 pinos 24V 30A 250V HP2150T90,,2,0.0,,,0,A,15.0,C,,70,
2823,Relé 6 pinos 28V 30A 240V ZH4115,,2,0.0,,,0,A,15.0,C,,69,
2816,Relé 8 pinos 30V 1A 125V ML2RC3,,15,0.0,,,0,A,15.0,C,,66,
2815,Relé 8 pinos 30V 1A 125V SM46,,4,0.0,,,0,A,15.0,C,,66,
2814,Relé 8 pinos 48V GSSH248D,,3,0.0,,,0,A,15.0,C,,66,
2813,Relé 8 pinos 48V MH2RC4-48DC,,1,0.0,,,0,A,15.0,C,,66,
2818,Relé 8 pinos 5V 1A 120V HK19FDC5VSH,,35,0.0,,,0,A,15.0,C,,66,
2810,Relé8 pinos 48V 220V JX2RC4,,2,0.0,,,0,A,15.0,C,,65,
2612,SSD 480GB,Armazenamento,15,329.0,SSD interno para desktop e notebook,,0,,,,,,
2638,Sensor Infravermelho faixa seguidor linha,,9,0.0,,,0,A,15.0,C,,7,
2794,Sensor LDR,,150,0.0,,,0,A,15.0,C,,55,
2719,Sensor de corrente não invasivo 20A 1V,,3,0.0,,,0,A,15.0,C,,39,
2680,Sensor de gestos e cor RGB,,8,0.0,,,0,A,15.0,C,,25,
2683,Sensor de som,,9,0.0,,,0,A,15.0,C,,25,
2632,Sensor de temperatura CI LM35,,50,0.0,,,0,A,15.0,C,,6,
2643,Sensor de temperatura azul DHT11,,23,0.0,,,0,A,15.0,C,,8,
2642,Sensor de temperatura branco DHT22,,11,0.0,,,0,A,15.0,C,,8,
2631,Sensor de temperatura digital 18B20,,6,0.0,,,0,A,15.0,C,,6,
2681,Sensor digital de intensidade,,4,0.0,,,0,A,15.0,C,,25,
2684,Sensor magnético ARDUÍNO,,6,0.0,,,0,A,15.0,C,,25,
2773,Sensor magnético reed switch,,70,0.0,,,0,A,15.0,C,,52,
2801,Sensor ultrassônico arduíno,,45,0.0,,,0,A,15.0,C,,58,
2644,Sensor óptico reflexivo TCRT-5000,,4,0.0,,,0,A,15.0,C,,9,
2750,Sonalarme buzzer,,10,0.0,,,0,A,15.0,C,,48,
2722,Suporte p/ bateria 2032,,10,0.0,,,0,A,15.0,C,,39,
2786,Tampa furo sextavado,,100,0.0,,,0,A,15.0,C,,53,
2609,Teclado Gamer,Periféricos,12,129.9,Teclado mecânico retroiluminado,,0,,,,,,
2635,Terminal encaixe macho c/capa,,16,0.0,,,0,A,15.0,C,,6,
2634,Terminal encaixe macho cobre,,100,0.0,,,0,A,15.0,C,,6,
2636,Terminal macho cobre,,100,0.0,,,0,A,15.0,C,,6,
2657,Terminal pino agulha azul,,40,0.0,,,0,A,15.0,C,,13,
2658,Terminal pino agulha vermelho,,40,0.0,,,0,A,15.0,C,,13,
2660,"Terminal pré isolado luva fêmea 2,5mm 15A pcte c/100",,2,0.0,,,0,A,15.0,C,,14,
2659,"Terminal pré isolado luva fêmea azul 2,5mm solto",,200,0.0,,,0,A,15.0,C,,14,
2662,"Terminal pré isolado olhal 2,5 mm azul pcte c/50",,1,0.0,,,0,A,15.0,C,,15,
2663,"Terminal pré isolado olhal 2,5 mm azul solto",,50,0.0,,,0,A,15.0,C,,15,
2690,Testador de corrente e tensão usb,,2,0.0,,,0,A,15.0,C,,27,
2762,Transformador de alta potência LT1664LF,,8,0.0,,,0,A,15.0,C,,50,
2760,Transformador de alta potência LT1678LF,,11,0.0,,,0,A,15.0,C,,50,
2761,Transformador de alta potência LT1681LF,,6,0.0,,,0,A,15.0,C,,50,
2881,Transistor 0724,,4,0.0,,,0,A,15.0,C,,83,
2890,Transistor 126A,,38,0.0,,,0,A,15.0,C,,85,
2928,Transistor 127,,12,0.0,,,0,A,15.0,C,,93,
2953,Transistor 13007,,8,0.0,,,0,A,15.0,C,,97,
2945,Transistor 132,,15,0.0,,,0,A,15.0,C,,95,
2929,Transistor 136,,30,0.0,,,0,A,15.0,C,,93,
2930,Transistor 137,,3,0.0,,,0,A,15.0,C,,93,
2936,Transistor 150,,3,0.0,,,0,A,15.0,C,,94,
2940,Transistor 206,,1,0.0,,,0,A,15.0,C,,95,
2891,Transistor 216D,,13,0.0,,,0,A,15.0,C,,85,
2892,Transistor 226B,,1,0.0,,,0,A,15.0,C,,85,
2942,Transistor 2335,,1,0.0,,,0,A,15.0,C,,95,
2935,Transistor 2807,,4,0.0,,,0,A,15.0,C,,94,
2932,Transistor 2940,,11,0.0,,,0,A,15.0,C,,93,
2878,Transistor 3005,,4,0.0,,,0,A,15.0,C,,82,
2933,Transistor 3007,,15,0.0,,,0,A,15.0,C,,93,
2944,Transistor 3205,,1,0.0,,,0,A,15.0,C,,95,
2943,Transistor 326,,1,0.0,,,0,A,15.0,C,,95,
2862,Transistor 3710,,4,0.0,,,0,A,15.0,C,,77,
2939,Transistor 3931,,1,0.0,,,0,A,15.0,C,,94,
2938,Transistor 4008,,19,0.0,,,0,A,15.0,C,,94,
2895,Transistor 40TPS12A 533XA,,3,0.0,,,0,A,15.0,C,,86,
2894,Transistor 40TPS12A 607XA,,17,0.0,,,0,A,15.0,C,,86,
2937,Transistor 6008,,8,0.0,,,0,A,15.0,C,,94,
2861,Transistor 684,,12,0.0,,,0,A,15.0,C,,77,
2952,Transistor 70TPS12,,5,0.0,,,0,A,15.0,C,,97,
2907,Transistor 7805A,,163,0.0,,,0,A,15.0,C,,88,
2926,Transistor 7808 78L08,,20,0.0,,,0,A,15.0,C,,92,
2869,Transistor 7809,,129,0.0,,,0,A,15.0,C,,80,
2906,Transistor 7810,,21,0.0,,,0,A,15.0,C,,88,
2908,Transistor 7812C,,71,0.0,,,0,A,15.0,C,,88,
2909,Transistor 7815C,,121,0.0,,,0,A,15.0,C,,88,
2919,Transistor 7824,,6,0.0,,,0,A,15.0,C,,91,
2871,Transistor 7905cv,,4,0.0,,,0,A,15.0,C,,81,
2872,Transistor 7909cv,,12,0.0,,,0,A,15.0,C,,81,
2875,Transistor 7912cv,,148,0.0,,,0,A,15.0,C,,81,
2874,Transistor 7915cv,,22,0.0,,,0,A,15.0,C,,81,
2873,Transistor 7924cv,,38,0.0,,,0,A,15.0,C,,81,
2931,Transistor 840,,34,0.0,,,0,A,15.0,C,,93,
2927,Transistor 9540,,3,0.0,,,0,A,15.0,C,,92,
2911,Transistor 9552 NPD 606A,,227,0.0,,,0,A,15.0,C,,89,
2910,Transistor 9606 NPD 606A,,111,0.0,,,0,A,15.0,C,,89,
2941,Transistor 9944,,1,0.0,,,0,A,15.0,C,,95,
2857,Transistor BD 138,,22,0.0,,,0,A,15.0,C,,77,
2858,Transistor BD 139,,22,0.0,,,0,A,15.0,C,,77,
2859,Transistor BD 437,,9,0.0,,,0,A,15.0,C,,77,
2860,Transistor BD 438,,8,0.0,,,0,A,15.0,C,,77,
2896,Transistor BT137 600E,,5,0.0,,,0,A,15.0,C,,86,
2885,Transistor BT151 500R,,34,0.0,,,0,A,15.0,C,,84,
2946,Transistor BTA41 600B,,97,0.0,,,0,A,15.0,C,,96,
2898,Transistor BTA41-600B A113,,10,0.0,,,0,A,15.0,C,,86,
2916,Transistor BUK 455,,55,0.0,,,0,A,15.0,C,,91,
2917,Transistor BUK 456,,15,0.0,,,0,A,15.0,C,,91,
2950,Transistor GP4063D,,5,0.0,,,0,A,15.0,C,,97,
2948,Transistor GP50B60PD,,12,0.0,,,0,A,15.0,C,,96,
2951,Transistor GPS60B120KD,,4,0.0,,,0,A,15.0,C,,97,
2920,Transistor IRF 540N,,61,0.0,,,0,A,15.0,C,,91,
2918,Transistor IRF 640N,,32,0.0,,,0,A,15.0,C,,91,
2868,Transistor IRF BE 30,,4,0.0,,,0,A,15.0,C,,80,
2921,Transistor IRF Z48N,,12,0.0,,,0,A,15.0,C,,91,
2947,Transistor IRFP250,,8,0.0,,,0,A,15.0,C,,96,
2949,Transistor IRFP4227,,8,0.0,,,0,A,15.0,C,,97,
2883,Transistor LM 317,,138,0.0,,,0,A,15.0,C,,83,
2912,Transistor LM 7808 CV,,41,0.0,,,0,A,15.0,C,,90,
2913,Transistor LM1117 T,,61,0.0,,,0,A,15.0,C,,90,
2914,Transistor LM337,,120,0.0,,,0,A,15.0,C,,90,
2897,Transistor PH1605 C15 BT137 600E,,10,0.0,,,0,A,15.0,C,,86,
2876,Transistor TDA2002,,13,0.0,,,0,A,15.0,C,,82,
2877,Transistor TDA2003,,7,0.0,,,0,A,15.0,C,,82,
2882,Transistor TIC106D,,3,0.0,,,0,A,15.0,C,,83,
2889,Transistor TIC116D,,11,0.0,,,0,A,15.0,C,,85,
2905,Transistor TIP 0235,,6,0.0,,,0,A,15.0,C,,87,
2886,Transistor TIP 122,,64,0.0,,,0,A,15.0,C,,84,
2893,Transistor TIP 141,,0,0.0,,,0,A,15.0,C,,85,
2884,Transistor TIP 147T,,90,0.0,,,0,A,15.0,C,,83,
2899,Transistor TIP 30A,,11,0.0,,,0,A,15.0,C,,87,
2900,Transistor TIP 31A/C,,20,0.0,,,0,A,15.0,C,,87,
2901,Transistor TIP 32C,,8,0.0,,,0,A,15.0,C,,87,
2887,Transistor TIP 35C,,18,0.0,,,0,A,15.0,C,,96,
2888,Transistor TIP 36C,,36,0.0,,,0,A,15.0,C,,96,
2902,Transistor TIP 41C,,42,0.0,,,0,A,15.0,C,,87,
2903,Transistor TIP 42C,,19,0.0,,,0,A,15.0,C,,87,
2904,Transistor TIP 47C,,22,0.0,,,0,A,15.0,C,,87,
2870,Transistor TIP142T,,295,0.0,,,0,A,15.0,C,,80,
2915,Transistor TP 50,,6,0.0,,,0,A,15.0,C,,90,
2879,Transistor U1620,,66,0.0,,,0,A,15.0,C,,82,
2880,Transistor U1660,,10,0.0,,,0,A,15.0,C,,82,
2934,Transistor Z44N,,12,0.0,,,0,A,15.0,C,,94,
2988,Transistor lm309k,,20,0.0,,,0,A,15.0,C,,108,
2758,Trimpot 220R,,20,0.0,,,0,A,15.0,C,,49,
2756,Trimpot 54m,,10,0.0,,,0,A,15.0,C,,49,
2755,Trimpot horizontal 100 R prata,,4,0.0,,,0,A,15.0,C,,49,
2757,Trimpot horizontal 2k20 ohm prata,,50,0.0,,,0,A,15.0,C,,49,
2753,Trimpot horizontal 3386 azul,,62,0.0,,,0,A,15.0,C,,49,
2754,Trimpot horizontal 503 branco,,50,0.0,,,0,A,15.0,C,,49,
2724,Tubo termo-retrátil de fibra ótica,,48,0.0,,,0,A,15.0,C,,40,
2989,bloco terminal de barreira,,10,0.0,,,0,A,15.0,C,,108,
2751,buzzer 5v,,30,0.0,,,0,A,15.0,C,,48,
3015,capacitor cerâmico 101,,20,0.0,,,0,A,15.0,C,,117,
3017,capacitor cerâmico 102,,20,0.0,,,0,A,15.0,C,,117,
3016,capacitor cerâmico 221,,20,0.0,,,0,A,15.0,C,,117,
2998,capacitor poliester 224k 400v marrom,,42,0.0,,,0,A,15.0,C,,111,
2691,cartão RFID,,32,0.0,,,0,A,15.0,C,,28,*identificador de rádio frequência
3001,chave seletora,,1,0.0,,,0,A,15.0,C,,111,
2673,chave tátil,,16,0.0,,,0,A,15.0,C,,22,
2863,circuito integrado LM309K,,10,0.0,,,0,A,15.0,C,,78,
3474,circuito integrado regulador de tensão 2576t-5,,10,0.0,,,0,A,15.0,B,,237,
2674,conector RJ11,,20,0.0,,,0,A,15.0,C,,23,
2675,conector RJ45 fêmea,,20,0.0,,,0,A,15.0,C,,23,
3027,conector bateria 9V,,100,0.0,,,0,A,15.0,C,,122,
2618,conector header 2x10 pinos,,10,0.0,,,0,A,15.0,C,,1,
2619,conector header 2x11 pinos,,10,0.0,,,0,A,15.0,C,,1,
2614,conector header 2x4 pinos,,10,0.0,,,0,A,15.0,C,,1,
2615,conector header 2x6 pinos,,10,0.0,,,0,A,15.0,C,,1,
2616,conector header 2x8 pinos,,10,0.0,,,0,A,15.0,C,,1,
2617,conector header 2x9 pinos,,10,0.0,,,0,A,15.0,C,,1,
2676,conector usb tipo B,,25,0.0,,,0,A,15.0,C,,23,
2633,detector de subtensão MC34064,,20,0.0,,,0,A,15.0,C,,6,
3002,dimmer,,1,0.0,,,0,A,15.0,C,,111,
3007,diodo 1N4734,,50,0.0,,,0,A,15.0,C,,113,
3008,diodo 1N4735,,3,0.0,,,0,A,15.0,C,,113,
3004,diodo 1N5341B,,4,0.0,,,0,A,15.0,C,,113,
3012,diodo 1N5388 B  811,,50,0.0,,,0,A,15.0,C,,114,
3005,diodo 1N6284A,,8,0.0,,,0,A,15.0,C,,113,
3009,diodo BZX 55C,,18,0.0,,,0,A,15.0,C,,113,
2999,diodo DB3 DIAC,,40,0.0,,,0,A,15.0,C,,111,
3010,diodo LTP 5A6V5CA,,7,0.0,,,0,A,15.0,C,,114,
3006,diodo PC11 P6KE,,3,0.0,,,0,A,15.0,C,,113,
3011,diodo PK 1.5KE 18A,,8,0.0,,,0,A,15.0,C,,114,
2784,fusível de vidro,,100,0.0,,,0,A,15.0,C,,52,
2990,kit rfid- rc522 programável mifare,,30,0.0,,,0,A,15.0,C,,109,
3030,led amarelo,,1000,0.0,,,0,A,15.0,C,,126,
3033,led amarelo pcte fechado,,50,0.0,,,0,A,15.0,C,,127,
3031,led azul,,500,0.0,,,0,A,15.0,C,,127,
3035,led incolor,,50,0.0,,,0,A,15.0,C,,129,
3029,led verde,,1000,0.0,,,0,A,15.0,C,,125,
3034,led vermelho,,1000,0.0,,,0,A,15.0,C,,128,
3032,led vermelho pcte fechado,,50,0.0,,,0,A,15.0,C,,127,
2637,modulo Sensor de Obstáculos LM363,,35,0.0,,,0,A,15.0,C,,7,
2980,motor de passo 28BYJ-48 c/driver ULN2003,,10,0.0,,,0,A,15.0,C,,103,
2981,motor de passo 28BYJ-48 c/driver ULN2004,,10,0.0,,,0,A,15.0,C,,104,
2982,motor de passo 28BYJ-48 c/driver ULN2005,,10,0.0,,,0,A,15.0,C,,105,
